intent,user_input,response
comparacao,QUAL ANIME É MAIS FAMOSO?,Claro! One Piece e Dragon Ball estão entre os mais populares.
saudacao,OI,Oi! Como posso ajudar sobre animes hoje?
poderes,Qual o poder do goku?,Goku utiliza o Ki e diversas transformações Saiyajin.
personagem,QUEM É O NARUTO?,Naruto Uzumaki é o protagonista do anime Naruto. 😊
poderes,mano o que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha. Posso recomendar mais.
poderes,mano o que é sharingan?,Claro! Sharingan é uma habilidade ocular do clã Uchiha.
curiosidade,mano qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares. 😊
personagem,me responde aí: quem é o Levi?,Levi Ackerman é capitão da tropa de exploração em Attack on Titan. Posso recomendar mais.
episodios,quantos episódios tem Naruto?,Naruto clássico possui 220 episódios. Curte esse tipo?
personagem,me responde aí: quem é o Gojo?,Claro! Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen.
poderes,mano o que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha.
episodios,One Piece acabou?,"Não, One Piece ainda está em exibição. Curte esse tipo?"
curiosidade,qual foi o primeiro anime??,Astro Boy foi um dos primeiros animes populares. Curte esse tipo?
comparacao,quem vence Goku ou Naruto??,Depende das regras da comparação e do universo. Curte esse tipo?
saudacao,eae?,Fala! Curte anime também? 😊
episodios,Quantos episódios tem naruto?,Naruto clássico possui 220 episódios. Curte esse tipo?
poderes,o que é sharingan??,Sharingan é uma habilidade ocular do clã Uchiha. Posso recomendar mais.
episodios,me responde aí: quantos eps tem Demon Slayer?,Demon Slayer possui várias temporadas e filmes.
saudacao,eae?,Fala! Curte anime também? 😊
curiosidade,quem criou Naruto?,Naruto foi criado por Masashi Kishimoto. Curte esse tipo?
personagem,quem é o Naruto??,Naruto Uzumaki é o protagonista do anime Naruto. 😊
poderes,o que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha.
despedida,me responde aí: tchau,Até mais! Bons episódios pra você. 😊
saudacao,me responde aí: bom dia,Bom dia! Quer conversar sobre qual anime? 😊
despedida,mano falou,Falou! Depois voltamos ao mundo dos animes. Curte esse tipo?
poderes,O QUE É SHARINGAN?,Claro! Sharingan é uma habilidade ocular do clã Uchiha.
despedida,Até logo,Até logo! Espero que encontre um anime incrível. Curte esse tipo?
curiosidade,qual anime mais longo??,Sazae-san é considerado o anime mais longo da história. Posso recomendar mais.
episodios,One piece acabou?,"Não, One Piece ainda está em exibição."
recomendacao,me recomenda um anime de ação?,Você pode gostar de Attack on Titan.
poderes,o que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha.
poderes,O QUE É SHARINGAN?,Sharingan é uma habilidade ocular do clã Uchiha. Posso recomendar mais.
despedida,mano tchau,Até mais! Bons episódios pra você.
comparacao,quem vence Goku ou Naruto?,Depende das regras da comparação e do universo.
poderes,me responde aí: o que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha. 😊
despedida,ATÉ LOGO,Até logo! Espero que encontre um anime incrível. 😊
despedida,mano até logo,Claro! Até logo! Espero que encontre um anime incrível.
despedida,Tchau,Claro! Até mais! Bons episódios pra você.
personagem,me responde aí: quem é o Gojo?,Claro! Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen.
comparacao,qual anime é mais famoso?,One Piece e Dragon Ball estão entre os mais populares. 😊
saudacao,oi?,Oi! Como posso ajudar sobre animes hoje? Curte esse tipo?
poderes,mano qual o poder do Goku?,Claro! Goku utiliza o Ki e diversas transformações Saiyajin.
recomendacao,me responde aí: me recomenda um anime de ação,Você pode gostar de Attack on Titan. 😊
despedida,mano tchau,Até mais! Bons episódios pra você. Curte esse tipo?
episodios,One Piece acabou?,"Não, One Piece ainda está em exibição. Posso recomendar mais."
comparacao,NARUTO É MELHOR QUE ONE PIECE?,Isso varia muito do gosto de cada fã. Posso recomendar mais.
personagem,mano quem é o Levi?,Claro! Levi Ackerman é capitão da tropa de exploração em Attack on Titan.
episodios,quantos eps tem Demon Slayer??,Demon Slayer possui várias temporadas e filmes. 😊
recomendacao,anime engraçado?,Spy x Family é uma ótima escolha.
recomendacao,Anime engraçado,Spy x Family é uma ótima escolha. Curte esse tipo?
comparacao,Naruto é melhor que One Piece??,Claro! Isso varia muito do gosto de cada fã.
curiosidade,mano qual anime mais longo?,Sazae-san é considerado o anime mais longo da história.
recomendacao,Quero um anime triste,Your Lie in April costuma emocionar bastante. Posso recomendar mais.
comparacao,QUAL ANIME É MAIS FAMOSO?,One Piece e Dragon Ball estão entre os mais populares.
poderes,O que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach. 😊
curiosidade,Qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares. Posso recomendar mais.
curiosidade,me responde aí: qual foi o primeiro anime?,Claro! Astro Boy foi um dos primeiros animes populares.
comparacao,QUAL ANIME É MAIS FAMOSO?,One Piece e Dragon Ball estão entre os mais populares.
despedida,Tchau,Claro! Até mais! Bons episódios pra você.
despedida,Falou,Falou! Depois voltamos ao mundo dos animes. 😊
curiosidade,Qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares.
recomendacao,Me recomenda um anime de ação,Claro! Você pode gostar de Attack on Titan.
personagem,quem é o Gojo??,Claro! Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen.
recomendacao,mano anime engraçado,Spy x Family é uma ótima escolha. Curte esse tipo?
saudacao,mano eae,Fala! Curte anime também? 😊
episodios,mano One Piece acabou?,"Claro! Não, One Piece ainda está em exibição."
curiosidade,quem criou Naruto??,Claro! Naruto foi criado por Masashi Kishimoto.
episodios,quantos eps tem Demon Slayer?,Demon Slayer possui várias temporadas e filmes. Posso recomendar mais.
curiosidade,Qual anime mais longo?,Sazae-san é considerado o anime mais longo da história. Curte esse tipo?
episodios,me responde aí: quantos eps tem Demon Slayer?,Claro! Demon Slayer possui várias temporadas e filmes.
personagem,mano quem é o Levi?,Levi Ackerman é capitão da tropa de exploração em Attack on Titan. 😊
despedida,ATÉ LOGO,Claro! Até logo! Espero que encontre um anime incrível.
saudacao,bom dia,Bom dia! Quer conversar sobre qual anime? 😊
comparacao,NARUTO É MELHOR QUE ONE PIECE?,Isso varia muito do gosto de cada fã. 😊
recomendacao,Anime engraçado,Spy x Family é uma ótima escolha. 😊
saudacao,oi?,Oi! Como posso ajudar sobre animes hoje? Curte esse tipo?
despedida,TCHAU,Até mais! Bons episódios pra você. 😊
personagem,quem é o Naruto??,Naruto Uzumaki é o protagonista do anime Naruto. Posso recomendar mais.
poderes,me responde aí: qual o poder do Goku?,Goku utiliza o Ki e diversas transformações Saiyajin. Curte esse tipo?
poderes,me responde aí: o que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha. Curte esse tipo?
poderes,me responde aí: qual o poder do Goku?,Goku utiliza o Ki e diversas transformações Saiyajin. Posso recomendar mais.
comparacao,Quem vence goku ou naruto?,Depende das regras da comparação e do universo.
personagem,quem é o Levi??,Levi Ackerman é capitão da tropa de exploração em Attack on Titan. Posso recomendar mais.
saudacao,Bom dia,Bom dia! Quer conversar sobre qual anime? 😊
saudacao,me responde aí: bom dia,Bom dia! Quer conversar sobre qual anime? 😊
saudacao,Bom dia,Bom dia! Quer conversar sobre qual anime? Curte esse tipo?
despedida,mano tchau,Claro! Até mais! Bons episódios pra você.
despedida,Até logo,Claro! Até logo! Espero que encontre um anime incrível.
curiosidade,Quem criou naruto?,Naruto foi criado por Masashi Kishimoto. Curte esse tipo?
comparacao,Naruto é melhor que one piece?,Claro! Isso varia muito do gosto de cada fã.
personagem,QUEM É O GOJO?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen.
saudacao,BOM DIA,Bom dia! Quer conversar sobre qual anime? Posso recomendar mais.
episodios,Quantos eps tem demon slayer?,Demon Slayer possui várias temporadas e filmes. Posso recomendar mais.
episodios,One piece acabou?,"Não, One Piece ainda está em exibição. Posso recomendar mais."
poderes,o que é sharingan??,Sharingan é uma habilidade ocular do clã Uchiha. Posso recomendar mais.
poderes,o que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach. 😊
saudacao,me responde aí: eae,Fala! Curte anime também? Posso recomendar mais.
comparacao,quem vence Goku ou Naruto??,Depende das regras da comparação e do universo. 😊
episodios,quantos episódios tem Naruto?,Claro! Naruto clássico possui 220 episódios.
personagem,QUEM É O NARUTO?,Naruto Uzumaki é o protagonista do anime Naruto. 😊
saudacao,oi?,Oi! Como posso ajudar sobre animes hoje? Posso recomendar mais.
comparacao,Naruto é melhor que One Piece?,Isso varia muito do gosto de cada fã.
curiosidade,qual anime mais longo?,Sazae-san é considerado o anime mais longo da história. 😊
comparacao,Quem vence goku ou naruto?,Depende das regras da comparação e do universo.
despedida,ATÉ LOGO,Até logo! Espero que encontre um anime incrível. Posso recomendar mais.
comparacao,QUEM VENCE GOKU OU NARUTO?,Claro! Depende das regras da comparação e do universo.
saudacao,Eae,Fala! Curte anime também?
poderes,me responde aí: qual o poder do Goku?,Goku utiliza o Ki e diversas transformações Saiyajin. Curte esse tipo?
saudacao,oi,Oi! Como posso ajudar sobre animes hoje? Curte esse tipo?
saudacao,eae?,Fala! Curte anime também?
saudacao,BOM DIA,Bom dia! Quer conversar sobre qual anime? Curte esse tipo?
comparacao,me responde aí: quem vence Goku ou Naruto?,Depende das regras da comparação e do universo.
episodios,mano One Piece acabou?,"Não, One Piece ainda está em exibição. Posso recomendar mais."
poderes,me responde aí: o que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha. Posso recomendar mais.
recomendacao,mano me recomenda um anime de ação,Você pode gostar de Attack on Titan. 😊
episodios,mano quantos episódios tem Naruto?,Naruto clássico possui 220 episódios. Posso recomendar mais.
curiosidade,Qual anime mais longo?,Sazae-san é considerado o anime mais longo da história. Posso recomendar mais.
curiosidade,quem criou Naruto?,Naruto foi criado por Masashi Kishimoto. Posso recomendar mais.
comparacao,NARUTO É MELHOR QUE ONE PIECE?,Isso varia muito do gosto de cada fã. Curte esse tipo?
curiosidade,qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares.
despedida,tchau,Até mais! Bons episódios pra você. 😊
episodios,mano quantos eps tem Demon Slayer?,Demon Slayer possui várias temporadas e filmes. 😊
curiosidade,me responde aí: qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares. Posso recomendar mais.
saudacao,bom dia,Bom dia! Quer conversar sobre qual anime?
poderes,qual o poder do Goku??,Goku utiliza o Ki e diversas transformações Saiyajin.
poderes,O que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach. Curte esse tipo?
episodios,me responde aí: quantos eps tem Demon Slayer?,Demon Slayer possui várias temporadas e filmes. Posso recomendar mais.
comparacao,me responde aí: qual anime é mais famoso?,One Piece e Dragon Ball estão entre os mais populares. Posso recomendar mais.
recomendacao,ANIME ENGRAÇADO,Spy x Family é uma ótima escolha. Curte esse tipo?
despedida,me responde aí: falou,Falou! Depois voltamos ao mundo dos animes. 😊
episodios,me responde aí: quantos eps tem Demon Slayer?,Demon Slayer possui várias temporadas e filmes. 😊
episodios,me responde aí: One Piece acabou?,"Não, One Piece ainda está em exibição. 😊"
curiosidade,quem criou Naruto??,Naruto foi criado por Masashi Kishimoto. 😊
personagem,quem é o Gojo?,Claro! Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen.
despedida,me responde aí: até logo,Até logo! Espero que encontre um anime incrível. Curte esse tipo?
despedida,Até logo,Claro! Até logo! Espero que encontre um anime incrível.
recomendacao,anime engraçado,Spy x Family é uma ótima escolha. Posso recomendar mais.
saudacao,oi?,Claro! Oi! Como posso ajudar sobre animes hoje?
curiosidade,quem criou Naruto??,Naruto foi criado por Masashi Kishimoto. Posso recomendar mais.
curiosidade,me responde aí: quem criou Naruto?,Naruto foi criado por Masashi Kishimoto. Curte esse tipo?
saudacao,eae,Claro! Fala! Curte anime também?
despedida,mano tchau,Até mais! Bons episódios pra você. 😊
recomendacao,me recomenda um anime de ação,Você pode gostar de Attack on Titan. Curte esse tipo?
poderes,me responde aí: qual o poder do Goku?,Claro! Goku utiliza o Ki e diversas transformações Saiyajin.
saudacao,Bom dia,Claro! Bom dia! Quer conversar sobre qual anime?
saudacao,bom dia,Bom dia! Quer conversar sobre qual anime? Posso recomendar mais.
curiosidade,Qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares. Posso recomendar mais.
despedida,mano tchau,Até mais! Bons episódios pra você.
comparacao,mano Naruto é melhor que One Piece?,Isso varia muito do gosto de cada fã.
saudacao,mano bom dia,Bom dia! Quer conversar sobre qual anime?
episodios,mano One Piece acabou?,"Não, One Piece ainda está em exibição. 😊"
saudacao,bom dia?,Bom dia! Quer conversar sobre qual anime? Posso recomendar mais.
poderes,O que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach. 😊
despedida,falou,Falou! Depois voltamos ao mundo dos animes. Curte esse tipo?
comparacao,mano Naruto é melhor que One Piece?,Claro! Isso varia muito do gosto de cada fã.
episodios,Quantos episódios tem naruto?,Claro! Naruto clássico possui 220 episódios.
curiosidade,qual anime mais longo??,Sazae-san é considerado o anime mais longo da história. Posso recomendar mais.
personagem,me responde aí: quem é o Gojo?,Claro! Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen.
curiosidade,QUEM CRIOU NARUTO?,Naruto foi criado por Masashi Kishimoto. Posso recomendar mais.
episodios,quantos eps tem Demon Slayer??,Demon Slayer possui várias temporadas e filmes. Curte esse tipo?
despedida,ATÉ LOGO,Até logo! Espero que encontre um anime incrível. 😊
episodios,QUANTOS EPS TEM DEMON SLAYER?,Demon Slayer possui várias temporadas e filmes. Posso recomendar mais.
recomendacao,me responde aí: anime engraçado,Spy x Family é uma ótima escolha. 😊
personagem,quem é o Gojo?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen.
recomendacao,quero um anime triste,Your Lie in April costuma emocionar bastante. Curte esse tipo?
episodios,quantos eps tem Demon Slayer?,Demon Slayer possui várias temporadas e filmes. 😊
curiosidade,qual anime mais longo??,Sazae-san é considerado o anime mais longo da história. Curte esse tipo?
curiosidade,quem criou Naruto??,Naruto foi criado por Masashi Kishimoto. Curte esse tipo?
